submission_id	submission_date	host	tester	arch	product	release	related	status	comment	rpm_config_id	hwinfo_id	type	ref	testsuite↓	tcf_id
12138	2016-03-29 15:05:25	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1310	8669	prod		sysbench_oltp_ext3	12299
12132	2016-03-29 14:52:01	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1310	8665	prod		sysbench_oltp_ext3	12293
12131	2016-03-29 14:37:14	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1310	8664	prod		sysbench_oltp_ext3	12292
12117	2016-03-29 13:46:40	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1310	8656	prod		sysbench_oltp_ext3	12278
12113	2016-03-29 13:33:28	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1310	8655	prod		sysbench_oltp_ext3	12274
12108	2016-03-29 13:20:40	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1310	8654	prod		sysbench_oltp_ext3	12269
12145	2016-03-29 15:47:21	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1310	8672	prod		sysbench_oltp_ext4	12306
12142	2016-03-29 15:34:00	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1310	8671	prod		sysbench_oltp_ext4	12303
12141	2016-03-29 15:20:24	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1310	8670	prod		sysbench_oltp_ext4	12302
12127	2016-03-29 14:24:32	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1310	8662	prod		sysbench_oltp_ext4	12288
12124	2016-03-29 14:11:58	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1310	8659	prod		sysbench_oltp_ext4	12285
12121	2016-03-29 13:59:00	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1310	8657	prod		sysbench_oltp_ext4	12282
